Product ID,Date,Cost of Goods Sold,Current Price,Competitor Price,Sales Volume
P013,2025-01-27,49,62.29,64.69,16
P013,2025-01-28,49,63.27,63.46,16
P013,2025-01-29,49,63.64,63.45,17
P013,2025-01-30,49,62.4,65.06,19
P014,2025-01-01,33,44.39,43.13,2
P014,2025-01-02,33,43.82,44.17,1
P014,2025-01-03,33,44.49,44.03,8
P014,2025-01-04,33,43.23,42.75,16
P014,2025-01-05,33,44.15,44.11,10
P014,2025-01-06,33,42.95,43.84,7
P014,2025-01-07,33,44.5,44.36,19
P014,2025-01-08,33,44.5,42.45,11
P014,2025-01-09,33,43.19,44.25,18
P014,2025-01-10,33,44.37,44.1,12
P014,2025-01-11,33,42.75,43.01,14
P014,2025-01-12,33,43.39,43.56,8
P014,2025-01-13,33,43.26,43.71,13
P014,2025-01-14,33,44.3,42.65,7
P014,2025-01-15,33,43.82,44.36,15
P014,2025-01-16,33,44.6,42.64,4
P014,2025-01-17,33,43.08,43.98,4
P014,2025-01-18,33,43.34,43.85,17
P014,2025-01-19,33,43.9,43.13,18
P014,2025-01-20,33,44.48,44.38,12
P014,2025-01-21,33,44.24,42.7,12
P014,2025-01-22,33,42.79,42.48,6
P014,2025-01-23,33,43.48,44.08,11
P014,2025-01-24,33,44.1,43.33,14
P014,2025-01-25,33,43.67,44.33,3
P014,2025-01-26,33,43.64,42.76,11
P014,2025-01-27,33,43.18,42.6,14
P014,2025-01-28,33,43.2,42.7,3
P014,2025-01-29,33,44.64,42.74,15
P014,2025-01-30,33,43.58,43.71,6
P015,2025-01-01,12,32.27,30.46,1
P015,2025-01-02,12,31.39,31.03,2
P015,2025-01-03,12,31.17,29.64,12
P015,2025-01-04,12,31.87,30.52,8
P015,2025-01-05,12,31.07,29.99,8
P015,2025-01-06,12,32.29,31.27,20
P015,2025-01-07,12,30.78,31.17,12
P015,2025-01-08,12,30.81,31.42,3
P015,2025-01-09,12,31.12,30.5,14
P015,2025-01-10,12,31.95,30.79,20
P015,2025-01-11,12,31.61,29.98,2
P015,2025-01-12,12,32.34,30.2,13
P015,2025-01-13,12,31.05,30.51,18
P015,2025-01-14,12,31.71,30.78,11
P015,2025-01-15,12,32.14,31.3,6
P015,2025-01-16,12,32.56,31.03,19
P015,2025-01-17,12,30.96,30.06,14
P015,2025-01-18,12,31.03,30.58,20
P015,2025-01-19,12,31.44,31.13,18
P015,2025-01-20,12,31.4,30.62,1
P015,2025-01-21,12,32.51,29.75,13
P015,2025-01-22,12,30.91,30.37,2
P015,2025-01-23,12,32.7,29.98,18
P015,2025-01-24,12,32.39,29.66,12
P015,2025-01-25,12,30.96,30.85,3
P015,2025-01-26,12,32.54,30.77,9
P015,2025-01-27,12,30.85,30.66,18
P015,2025-01-28,12,32.62,31.47,20
P015,2025-01-29,12,31.43,31.21,7
P015,2025-01-30,12,32.07,30.69,6
P016,2025-01-01,31,43.64,43.18,3
P016,2025-01-02,31,42.08,42.6,14
P016,2025-01-03,31,42.16,42.39,12
P016,2025-01-04,31,42.32,44.02,19
P016,2025-01-05,31,43.95,42.95,8
P016,2025-01-06,31,43.75,43.14,19
P016,2025-01-07,31,42.32,42.31,19
P016,2025-01-08,31,42.46,44.26,9
P016,2025-01-09,31,42.99,42.44,19
P016,2025-01-10,31,43.36,42.42,15
P016,2025-01-11,31,42.52,43.2,20
P016,2025-01-12,31,43.26,43.74,20
P016,2025-01-13,31,43.01,43.36,19
P016,2025-01-14,31,43.16,43.15,2
P016,2025-01-15,31,42.97,44.02,2
P016,2025-01-16,31,43.59,43.58,19
P016,2025-01-17,31,43.19,44.1,12
P016,2025-01-18,31,42.77,43.2,15
P016,2025-01-19,31,42.47,43.82,4
P016,2025-01-20,31,43.82,42.63,12
P016,2025-01-21,31,42.75,43.3,5
P016,2025-01-22,31,43.71,43.26,15
P016,2025-01-23,31,43.19,43.43,20
P016,2025-01-24,31,43.19,42.6,2
P016,2025-01-25,31,43.72,42.29,1
P016,2025-01-26,31,43.55,42.53,13
P016,2025-01-27,31,42.48,42.74,10
P016,2025-01-28,31,42.15,42.61,10
P016,2025-01-29,31,42.9,43.61,9
P016,2025-01-30,31,42.86,42.77,11
P017,2025-01-01,11,29.8,26.53,20
P017,2025-01-02,11,28.66,27.24,15
P017,2025-01-03,11,29.23,26.97,17
P017,2025-01-04,11,29.31,26.92,15
P017,2025-01-05,11,29.64,26.44,20
P017,2025-01-06,11,28.44,26.14,5
P017,2025-01-07,11,29.77,26.1,3
P017,2025-01-08,11,28.8,27.89,5
P017,2025-01-09,11,28.11,27.19,12
P017,2025-01-10,11,28.2,28.0,11
P017,2025-01-11,11,27.93,26.67,7
P017,2025-01-12,11,28.81,27.06,18
P017,2025-01-13,11,28.58,27.09,13
P017,2025-01-14,11,28.19,27.9,8
P017,2025-01-15,11,29.84,26.21,8
P017,2025-01-16,11,28.21,26.49,15
P017,2025-01-17,11,28.25,27.41,11
P017,2025-01-18,11,29.27,27.02,17
P017,2025-01-19,11,29.56,27.75,17
P017,2025-01-20,11,27.96,27.89,14
P017,2025-01-21,11,29.74,27.23,16
P017,2025-01-22,11,29.55,27.36,9
P017,2025-01-23,11,28.11,27.34,18
P017,2025-01-24,11,29.11,26.66,1
P017,2025-01-25,11,28.71,27.77,9
P017,2025-01-26,11,28.08,26.6,11
P017,2025-01-27,11,29.66,26.83,14
P017,2025-01-28,11,29.75,26.9,2
P017,2025-01-29,11,29.42,27.62,19
P017,2025-01-30,11,29.64,26.78,7
P018,2025-01-01,33,47.22,49.22,12
P018,2025-01-02,33,48.42,49.7,19
P018,2025-01-03,33,47.98,49.47,17
P018,2025-01-04,33,48.3,49.46,6
P018,2025-01-05,33,47.35,49.78,14
P018,2025-01-06,33,48.49,50.09,9
P018,2025-01-07,33,47.96,50.3,16
P018,2025-01-08,33,48.9,50.4,12
P018,2025-01-09,33,47.5,49.63,15
P018,2025-01-10,33,48.27,49.79,16
P018,2025-01-11,33,48.3,50.07,12
P018,2025-01-12,33,49.12,48.61,11
P018,2025-01-13,33,47.22,49.87,15
P018,2025-01-14,33,47.69,50.43,15
P018,2025-01-15,33,47.6,49.53,19
P018,2025-01-16,33,47.41,49.55,16
P018,2025-01-17,33,48.25,49.91,15
P018,2025-01-18,33,48.27,49.74,10
P018,2025-01-19,33,48.43,50.01,17
P018,2025-01-20,33,49.16,50.22,11
P018,2025-01-21,33,47.45,50.29,7
P018,2025-01-22,33,48.25,49.99,17
P018,2025-01-23,33,48.34,49.09,4
P018,2025-01-24,33,48.05,48.75,1
P018,2025-01-25,33,47.95,49.63,15
P018,2025-01-26,33,49.11,49.78,9
P018,2025-01-27,33,48.79,49.87,10
P018,2025-01-28,33,49.0,49.28,5
P018,2025-01-29,33,47.81,50.04,4
P018,2025-01-30,33,48.05,49.91,18
P019,2025-01-01,39,51.29,49.86,18
P019,2025-01-02,39,50.06,50.03,12
P019,2025-01-03,39,51.48,49.99,17
P019,2025-01-04,39,50.11,50.18,3
P019,2025-01-05,39,50.97,50.65,10
P019,2025-01-06,39,50.27,50.82,2
P019,2025-01-07,39,50.31,50.75,18
P019,2025-01-08,39,50.57,50.41,7
P019,2025-01-09,39,51.21,49.59,14
P019,2025-01-10,39,49.97,51.01,10
P019,2025-01-11,39,51.57,51.1,4
P019,2025-01-12,39,49.93,51.34,3
P019,2025-01-13,39,50.56,50.29,6
P019,2025-01-14,39,50.47,49.7,17
P019,2025-01-15,39,51.42,50.9,12
P019,2025-01-16,39,50.22,50.64,6
P019,2025-01-17,39,50.94,50.92,12
P019,2025-01-18,39,50.41,50.22,6
P019,2025-01-19,39,49.86,50.31,6
P019,2025-01-20,39,50.87,51.02,20
P019,2025-01-21,39,49.88,50.68,4
P019,2025-01-22,39,51.68,50.83,15
P019,2025-01-23,39,50.16,50.63,16
P019,2025-01-24,39,49.76,50.16,8
P019,2025-01-25,39,51.35,51.41,13
P019,2025-01-26,39,50.0,51.5,5
P019,2025-01-27,39,51.23,51.09,1
P019,2025-01-28,39,51.44,50.6,6
P019,2025-01-29,39,50.27,51.13,1
P019,2025-01-30,39,50.97,50.57,20
P020,2025-01-01,47,52.62,50.85,1
P020,2025-01-02,47,51.65,51.46,9
P020,2025-01-03,47,51.37,52.65,9
P020,2025-01-04,47,52.22,52.43,4
P020,2025-01-05,47,52.95,51.1,11
P020,2025-01-06,47,52.35,51.91,20
P020,2025-01-07,47,51.62,52.64,10
P020,2025-01-08,47,52.28,52.04,10
P020,2025-01-09,47,52.94,52.39,16
P020,2025-01-10,47,51.62,52.42,15
P020,2025-01-11,47,52.0,51.13,2
P020,2025-01-12,47,51.65,52.69,18
P020,2025-01-13,47,52.48,52.42,1
P020,2025-01-14,47,53.04,51.75,14
P020,2025-01-15,47,53.0,52.44,20
P020,2025-01-16,47,52.2,51.58,13
P020,2025-01-17,47,51.93,50.92,2
P020,2025-01-18,47,52.21,51.24,13
P020,2025-01-19,47,52.3,52.71,13
P020,2025-01-20,47,53.07,52.53,6
P020,2025-01-21,47,51.2,50.81,2
P020,2025-01-22,47,52.5,51.08,19
P020,2025-01-23,47,52.33,51.16,2
P020,2025-01-24,47,52.17,52.29,15
P020,2025-01-25,47,53.17,51.26,3
P020,2025-01-26,47,51.35,52.34,14
P020,2025-01-27,47,51.4,52.16,1
P020,2025-01-28,47,52.22,52.77,17
P020,2025-01-29,47,51.66,51.22,20
P020,2025-01-30,47,52.51,52.48,18
