order_id,customer_id,customer_unique_id,customer_city,customer_state,customer_zip_code_prefix,product_id,seller_id,seller_city,seller_state,seller_zip_code_prefix,price,freight_value,payment_value,payment_type,payment_sequential,payment_installments,order_purchase_timestamp,order_delivered_customer_date,product_category_name_english,product_weight_g,product_length_cm,product_height_cm,product_width_cm
e9fb2d9703e24b2ce5207a109f7b96be,f3ca3600b3e3a18b81e657bce05fcfdf,e24daef584dab37c5b532e691b5bdd9e,"sao paulo",SP,2033,f251b1f9c5b04284fc1ed9b5dc4169f3,f80edd2c5aaa505cc4b0a3b219abf4b8,"sao paulo",SP,3431,49.90,11.37,61.27,credit_card,1,3,"2018-08-27 12:59:00","2018-08-29 16:51:00",sports_leisure,1450,45,16,35
c72a06dbd2869dbfa3dc93ca4f262f37,379a4be9ef9f203fbff2b2b6f686744f,8cb552bb3d3254767f1e9078064ed7cf,"sao paulo",SP,2405,20a2ade5928c55d0e72c2299091c66e4,0691148aee60ca47977c187804f935ae,londrina,PR,86010,52.51,14.67,67.18,credit_card,1,6,"2018-08-27 08:56:00","2018-08-30 22:48:00",sports_leisure,150,17,15,16
821ab83aee62992191306118d37fcb3c,7cd727f4c16ab0b4ba4cfd760cee2316,16ef6c182ebc80545e8bd7f7216e5b8d,"sao paulo",SP,4660,1026a916e88dfbc27528445d448619b2,d13e50eaa47b4cbe9eb81465865d8cfc,"santo andre",SP,9210,98.48,9.44,107.92,credit_card,1,1,"2018-08-27 08:51:00","2018-08-30 01:53:00",sports_leisure,550,16,16,20
aedce126de46f6e9cfc35a9083ac0c81,7ba7a7ead798304838e37ed1872dea66,d4ed8c361e25c9de427a6360bdcb1633,santos,SP,11055,3ae13337333ac7ba984074d5a6349074,d13e50eaa47b4cbe9eb81465865d8cfc,"santo andre",SP,9210,369.90,14.89,384.79,credit_card,1,5,"2018-08-27 00:22:00","2018-08-30 01:51:00",sports_leisure,3325,32,31,28
b5bdf19b8bbc9d7daf5eb8f087a8895e,59ac3b9e18d9d220e42331311e4e29ef,993ac39b14e1d7d2f325adbd31b831ab,guarulhos,SP,7097,003128f981470c3e5a2e7445e4a771cd,b4b447d715f9ab302a188fb43d3e96b3,"sao paulo",SP,4711,99.98,11.72,111.70,credit_card,1,10,"2018-08-26 22:19:00","2018-08-29 17:32:00",sports_leisure,1550,16,10,16
6912f9577b4156d72ee607f78328ed11,9c2203adbf4d1a125282d868ee0df322,4664f627d5c347246564d2df85a394d3,"sao paulo",SP,1509,8173ca41cdb176462f9ae79821a48404,d566c37fa119d5e66c4e9052e83ee4ea,"sao paulo",SP,4131,35.90,7.51,43.41,credit_card,1,1,"2018-08-26 19:39:00","2018-08-28 20:34:00",sports_leisure,150,20,10,20
e3f4b4c899325f23b973d9aee02d2071,a667da129180ee7f49d7ca633ffce577,479d8ad9a1e3416a7bc7d21c840c60d5,"sao paulo",SP,4317,995e25d9b46dee183004994645768d95,955fee9216a65b617aa5c0531780ce60,"sao paulo",SP,4782,42.00,8.45,50.45,credit_card,1,1,"2018-08-26 18:26:00","2018-08-28 21:22:00",sports_leisure,500,16,15,20
c14276f26a0791a1773e6da7b07db230,86aa08ad9b72bb15edf9488c82b68ef3,42ec563e2babfda0488174ceb9e43912,pirapozinho,SP,19200,3a9621dab36a841a88d2bf767f12fee4,8d956fec2e4337affcb520f56fd8cbfd,"sao bernardo do campo",SP,9780,124.95,14.46,139.41,debit_card,1,1,"2018-08-26 18:03:00","2018-08-30 22:52:00",sports_leisure,650,18,10,14
d4550a84368a296d44630ab6e29c6999,1abfdac3f8679e9df8e679a10e7e392c,efef54930930d81b95bab9d149b602a0,"sao paulo",SP,4827,82f5ee2c97b22f801282f0242819d957,a1bea7061f61f6fdd9a85a6325ba1033,"carapicuiba / sao paulo",SP,6311,299.00,9.35,308.35,credit_card,1,10,"2018-08-26 13:26:00","2018-08-29 19:41:00",sports_leisure,188,18,12,17
78d7bf360bb60d0dd4bd37663c126524,bbfd6562ad0326487d9e5c8e6433fc8d,52b8fc428690f8974a3d3ff3a162f7b7,"sao jose",SC,88106,71b7bb7d435217ef96c1ec8e48421599,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,80610,169.90,18.99,188.89,credit_card,1,5,"2018-08-26 13:23:00","2018-08-30 23:40:00",sports_leisure,980,32,26,23
d0b4c30f45087d9a9114b3cbe87aee63,2480cae0db14e17cff537d55abfb967e,c4926fd1b6c4538237db814544461b7b,florianopolis,SC,88036,0e1d6728d42f12978a547564c96bfb03,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,80610,29.99,15.31,45.30,credit_card,1,1,"2018-08-25 22:15:00","2018-08-30 22:58:00",sports_leisure,199,19,18,15
6917bf2ef92587d31987c8c01aa1b4e0,782439c1913d6f928285350906a9662f,781b5890a0c5604582557e2125b42ada,"belo horizonte",MG,30190,ead72457c58dcea14f94c2223c684716,4305fe92735c8a43d154ff6dd2b8d927,"coronel fabriciano",MG,35170,139.90,14.32,154.22,credit_card,1,3,"2018-08-25 20:26:00","2018-08-28 20:56:00",sports_leisure,50,20,16,12
846e3d199aae8a67c1d6a2ca48889bdf,07e1c3725f2f8d2e91fdb691f0b3152d,6dc3025e3a2d87b9a372aeb03bea0e4e,"sao paulo",SP,1306,82d5798b1ffcb66543a2f0d6198a3a07,aac51c486b672a9850d59f3e84b1cf88,"sao paulo",SP,2752,19.15,7.39,26.54,credit_card,1,1,"2018-08-24 20:24:00","2018-08-28 20:50:00",sports_leisure,150,16,6,11
ddba311fbcd3b55e2964aadd8ca8d231,8a4bcc573dd3f598d32bc5c4ef099548,a15b391ff35b6120f86c753396ed4ec3,indaiatuba,SP,13343,a2e3365ef10ca17767e0228708414937,8f2ce03f928b567e3d56181ae20ae952,pirituba,SP,5141,109.90,11.79,121.69,credit_card,1,2,"2018-08-24 17:54:00","2018-08-30 18:52:00",sports_leisure,3650,60,15,15
bc60b588a732fb42a8145a501c6a61d2,d71c6edfaf2850bafce5d8a655d34413,29196be5455e33f24dc8fcaa916f5a2b,"sao paulo",SP,1315,6050226662d4986e159f6649567b357d,b499c00f28f4b7069ff6550af8c1348a,limeira,SP,13481,49.99,12.45,107.79,credit_card,1,6,"2018-08-24 14:09:00","2018-08-29 02:54:00",sports_leisure,550,30,20,30
8aa3fb1aeacb5920cedf4f8adab84b9d,2a2a72fc4ba566b8ef03e798c723e9ab,3508403af254d6222c16e8e289120285,"sao paulo",SP,1306,e1e0040c906cc890d032092141a9b6de,e9779976487b77c6d4ac45f75ec7afe9,"praia grande",SP,11701,79.49,8.30,87.79,boleto,1,1,"2018-08-24 13:33:00","2018-08-29 19:45:00",sports_leisure,200,18,18,18
71f78dbe56e4ceb4b7ce394fb6de8f15,1414a515ad96f8644b1b207cb04929d1,af77c6e4eccd9030ebbccf141c7ebabd,"rio de janeiro",RJ,20260,87c9f9f88ecd5b9de26a0a61e06e1d67,3c03b12bab54d8b37d79d914bfdb1aa0,"sao joao de meriti",RJ,25561,24.00,7.59,31.59,credit_card,1,3,"2018-08-24 11:09:00","2018-08-29 20:33:00",sports_leisure,214,18,15,15
16de740155e4e909578bd90826a632c1,cafaf59bd14e7535e7b6620739ac144a,2be5dce8b491a7bc6a65d6e91bf49812,aracatuba,SP,16013,504f07e36481e5e72043def3d874b92a,2e1c9f22be269ef4643f826c9e650a52,"sao paulo",SP,4850,100.49,14.28,114.77,credit_card,1,10,"2018-08-24 10:16:00","2018-08-29 23:47:00",sports_leisure,600,33,5,16
4db79af544c8c9da4ef543192ec3179c,63fed2da86c0786cbc166968a5e6abbd,bdd2db062e160b56deef394d3124eed6,"sao paulo",SP,3088,d394d30215872be4cda2c67c1ce5b981,2e13c71026e1a39ba5cc1b86dcb679aa,"sao paulo",SP,2265,34.00,7.50,83.00,credit_card,1,2,"2018-08-23 17:29:00","2018-08-28 16:33:00",sports_leisure,250,20,20,20
ab086c339b4c94681a4758724c5ceecc,e274a4472f8b3ceac646447f71d3afce,38d77e3af0505e566cd54346679fa3bd,taubate,SP,12052,6e835aea84ae8eb68b8c14878dd43b30,4d6d651bd7684af3fffabd5f08d12e5a,jau,SP,17209,69.90,17.62,87.52,credit_card,1,8,"2018-08-23 17:09:00","2018-08-30 16:27:00",sports_leisure,2350,20,20,20
69d3ec6fc241c9d0bbf66377805976e7,c111db6a4bc630eb729c18347fadedf6,649e1c7dcd3e08f4b90658af0102b498,"belo horizonte",MG,30350,55cbb9dbf16b1061448359e18094e75b,e9779976487b77c6d4ac45f75ec7afe9,"praia grande",SP,11701,131.90,19.02,150.92,boleto,1,1,"2018-08-23 16:04:00","2018-08-29 15:58:00",sports_leisure,200,20,20,20
8c3ef96e828b5894ec632ba10985867d,5cc1b597806534b1fd8814a7a9d85230,7d4f2092516e2d6d87f82491164a3609,"sao paulo",SP,4029,91846781ef75057e134949400768e272,530ec6109d11eaaf87999465c6afee01,cascavel,PR,85807,134.99,23.75,158.74,credit_card,1,3,"2018-08-23 15:50:00","2018-08-27 19:11:00",sports_leisure,1550,40,20,20
430e723584294b481e1cfb980b10df3a,82754e9037879ee7d90e1facb88fbc86,26815669ed805930225a3829246c1983,"porto alegre",RS,90013,d10d49582dba25513691f61dec3a2d8a,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,80610,169.90,18.99,188.89,credit_card,1,2,"2018-08-23 15:45:00","2018-08-29 16:14:00",sports_leisure,1058,28,23,22
fe4a285b8a60b67f05e9767412f5b93c,be46df4794953311371e51623e1a1835,547a1e0f4b92c02fe1c106a80bde2c56,curitiba,PR,81810,02a0c276d5a252215b48269dea73a6e7,b90e891671cffd9557f33a97dc523645,"sao jose dos pinhais",PR,83010,120.00,9.35,129.35,credit_card,1,3,"2018-08-23 12:56:00","2018-08-27 08:24:00",sports_leisure,300,20,15,15
266db02796689abfdcdec737742b6c8a,4ca563f7c94e7c1c7fedb3512b510c0b,6cf62f27f789c57b96c1351cd5036e2d,"santa barbara d'oeste",SP,13454,cd935d283d47f1050c505e1c39c48b67,a3a38f4affed601eb87a97788c949667,joinville,SC,89204,69.90,18.59,88.49,boleto,1,1,"2018-08-23 11:43:00","2018-08-30 20:28:00",sports_leisure,281,30,14,25
6714f3ccd1250580cfa7ab9c1aeb23f9,59b114ec578b82807589114ebaa6e354,b9186cea0c4fc102347b239240c75f6e,pederneiras,SP,17280,59da9108971775375af05a7280fc14be,1de62b6f2fd96227629786db492433db,sp,SP,16021,149.90,21.69,171.59,credit_card,1,3,"2018-08-23 10:43:00","2018-08-27 23:24:00",sports_leisure,3450,57,20,30
663ea079977e933b9c2c27fe78b93629,2aef1e92b65aaf92fe0c6b5cc45f2060,ca0a764300b58f2eef1726377e8e2766,"sao paulo",SP,4157,e67fe5b459220cf7c28682f53734e665,4d6d651bd7684af3fffabd5f08d12e5a,jau,SP,17209,92.00,13.30,105.30,credit_card,1,1,"2018-08-23 10:16:00","2018-08-30 13:34:00",sports_leisure,145,22,18,14
31baa0ae964c43e70c451e1928483669,9636300545e4304a7c005b8a60e3985f,cbdc49dbd5ebf262ca92695c653a53b7,niteroi,RJ,24240,5895e5cc058d6773e63c7084c7f6e636,08633c14ef2db992c11f840f04fad4cd,"ribeirao pires",SP,9416,32.70,15.33,96.06,credit_card,1,2,"2018-08-23 10:13:00","2018-08-25 12:28:00",sports_leisure,375,17,12,17
c37425205cecce5f1296f6a00115de5f,7657becc356a50411c8e6121fc3fb1cb,8151b2504242ea64b463eed43288422b,hortolandia,SP,13186,f46098048d1a0c30ce1495246b8fd752,4ef4c39cf3c24f326434cf0b2e48046a,"sao paulo",SP,5004,99.00,9.44,108.44,boleto,1,1,"2018-08-23 09:53:00","2018-08-29 22:04:00",sports_leisure,700,18,34,14
5453176b9efe473b9cfa5066e6b19ecf,f74b8400e88e151a220bc4269612059f,e8bd862671b91740e8974845b6998048,limeira,SP,13486,826f5b971a308b08c7596b03ae80246f,6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,PR,81825,49.90,18.45,68.35,credit_card,1,1,"2018-08-23 03:31:00","2018-08-27 23:58:00",sports_leisure,250,16,16,16
b54d41998c16a54f3d93eda0940d1cb8,0547440e828d7b3fc00dc7cd355b9fba,d5d6f472839ac7cb7e30ea595fcb6bfe,campinas,SP,13077,97bb088389e83ef547d4f736067ada7c,02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,18611,89.00,14.20,103.20,credit_card,1,3,"2018-08-22 23:52:00","2018-08-29 16:48:00",sports_leisure,850,35,15,30
a1aa085af097613cc86d6105d15b39f3,b660ecb042da66e115e9f902b131de32,59ff17822f2fb14b2ca08f74204c3a16,"sao miguel do oeste",SC,89900,506b4917ff408ec49f23598bfd3a586c,a3a38f4affed601eb87a97788c949667,joinville,SC,89204,299.00,16.54,315.54,credit_card,1,1,"2018-08-22 22:04:00","2018-08-30 00:51:00",sports_leisure,3975,33,20,38
0128412231f9fe9d7e944eea5392fc6b,a7089cdfb6b910afd377368f3335b1e5,e1271d8a2ce007bdd8b40df8a0ded843,"santo andre",SP,9230,09fbb9fc5bffc1ce6dc2f66289dfcb05,218d46b86c1881d022bce9c68a7d4b15,"ribeirao preto",SP,14070,76.00,18.83,94.83,boleto,1,1,"2018-08-22 15:38:00","2018-08-30 19:59:00",sports_leisure,3675,28,33,25
d4dcec44106e7301b362ee4b771b7ff3,2154edd1de40ff360dfd3aa55932a64b,64d9e123f9c1c1d2e51776e228b69a9e,"rio de janeiro",RJ,21635,a10fa96cb854e79dc01be7ab3d685c7d,6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,PR,81825,104.90,20.68,125.58,credit_card,1,3,"2018-08-22 14:18:00","2018-08-30 19:44:00",sports_leisure,1100,16,16,18
4a17b2645f4598da6cdcd43f785b9b1f,83ced71889769885f9a06748fc0364fd,b08d7c8bbee2f760ad889bcaae2bc5af,guarulhos,SP,7190,5743cde12b14a481dbc29d4dc336f92c,6b90f847357d8981edd79a1eb1bf0acb,guarulhos,SP,7152,59.90,8.58,68.48,boleto,1,1,"2018-08-22 13:06:00","2018-08-24 18:49:00",sports_leisure,400,18,9,11
c516efeee3182f8b1ea4a7e8a91da163,b3240741f338744f015c1470b6970c4b,d7060039e6043c13742e42b9375a5548,votorantim,SP,18117,57f2de7e1c6028c7d38a50cff155c794,9616352088dcf83a7c06637f4ebf1c80,umuarama,PR,87504,39.00,13.61,52.61,boleto,1,1,"2018-08-22 11:44:00","2018-08-30 13:39:00",sports_leisure,400,40,6,25
79f9a48657445e95909801ea6a7e44a3,9be56b2c15bdf5ad08472fe9a4d77938,687e023f28ba71f085104c1339b798fe,"sao paulo",SP,2243,f9b0ee95ce8b1ef8b50eecc5e0fa4348,9b013e03b2ab786505a1d3b5c0756754,"vicente de carvalho",SP,11450,28.00,11.22,39.22,boleto,1,1,"2018-08-22 10:38:00","2018-08-25 12:18:00",sports_leisure,1250,23,23,23
369d712be6f3792951adcc38c6762157,b39c1c64b6f3e8a4e3373b37990b6614,b1b1b8aecd14c060c3f9dcdfbe315d8d,"mogi das cruzes",SP,8744,41315ed74df21b8ba3b9e4a8738b43f8,b248792ac0b60ec3f93d80af1b4fae47,"sao caetano do sul",SP,9560,42.90,13.60,113.00,credit_card,1,1,"2018-08-22 02:31:00","2018-08-23 22:28:00",sports_leisure,3354,25,25,19
8623ddd82259f932337ad9f727cd25b5,73c81eed8822aec98bc389ccce382294,9cc5a07f169a1606fd347a56683e6ea6,"rio de janeiro",RJ,21931,e4eec4a0771ae2297acc444c8f559cfb,7b07b3c7487f0ea825fc6df75abd658b,"sao paulo",SP,2016,46.00,15.42,61.42,credit_card,1,1,"2018-08-22 01:37:00","2018-08-27 20:32:00",sports_leisure,140,19,12,14
7c20350eeb926e1c63abe7eddeb439ba,6f0ab5342faa11fb372c28c756d4fd9c,934660a0b1796ee464265323e071ecea,"sao paulo",SP,1243,3eb3d01a76a4cbaff641de8a47e4ebec,dc7192adf8ba09569261f4a8d576afe0,itapeva,SP,18401,63.00,13.10,76.10,credit_card,1,1,"2018-08-21 23:01:00","2018-08-27 19:58:00",sports_leisure,225,22,26,13
803aa4666b8c108ee27e65f64ad038fc,32b1936b81907e39a7f664cd0af3aecd,0e4d012fac3d20c033e0284fb6d2ea6a,"mato verde",MG,39527,10d2b7a176cd8a35bcae7c15e0e7626e,8d956fec2e4337affcb520f56fd8cbfd,"sao bernardo do campo",SP,9780,78.93,19.74,98.67,credit_card,1,4,"2018-08-21 22:44:00","2018-08-28 00:06:00",sports_leisure,750,16,10,11
22b31554c7c727c7d79ebd604c08bab0,cc2076c7e48e1a6be431a0f51fa923d1,a06e9194d3e2c064bce10431ec5548f8,jundiai,SP,13215,da3e3306dfee58ec66950224efa97b47,02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,18611,129.00,14.48,143.48,credit_card,1,2,"2018-08-21 22:39:00","2018-08-27 17:28:00",sports_leisure,1050,30,30,25
88ebb2a5aa88ce5fd1f73a821e27bb43,d0bd0b10b6696336a0cf1df6a25ba21d,c29d36febfa766ca995aee6ac0526abd,recife,PE,51021,41840148302aa7f0c86e7c3f875c6f08,ee2fbacc2fc3794e656cc4d933d59ce7,"sao paulo",SP,5061,164.99,21.43,186.42,credit_card,1,3,"2018-08-21 21:36:00","2018-08-30 01:12:00",sports_leisure,713,29,12,21
f07e5e978651bb48927a71ab7f56f2c8,ae447e76e331a2d1fb37473deb2ccae0,4412ff92330051eb18b7aa95d9d172e7,"mogi das cruzes",SP,8790,4073784877d08fbd075c0dd3e1bff5de,6b243f80ed07b10f0e8aa0f21a205f3c,curitiba,PR,81825,24.90,15.27,40.17,credit_card,1,1,"2018-08-21 20:05:00","2018-08-24 22:38:00",sports_leisure,250,16,16,16
e981933dec07dfe833f737618e90afe2,9d1db085c2312cc76a261c2f0d153ee5,022657d659cf88bcc8c22774f3f0b61a,carapicuiba,SP,6317,fa7be99321f2dbb1e518d2139ccb1d39,54a1852d1b8f10312c55e906355666ee,"santa barbara d'oeste",SP,13456,64.99,8.62,73.61,credit_card,1,7,"2018-08-21 19:49:00","2018-08-23 23:16:00",sports_leisure,500,27,15,20
2ed40a95fdd7b319825703d38149a570,57254253b91069d90c2d105ce6d82f7b,bdec0cadb0123e53db6faa2e56057798,"sao paulo",SP,5541,ca977202f2d5bc9cfdc368d305e460b8,74871d19219c7d518d0090283e03c137,"sao paulo",SP,4650,42.31,7.56,49.87,credit_card,1,1,"2018-08-21 19:11:00","2018-08-23 19:48:00",sports_leisure,397,18,17,17
9bb495896a186cefecc3d00838723597,baf4d614d7be4e35bcb1483cfc2d0be0,80591c78141423a3f44fbff25f563065,"taboao da serra",SP,6763,72461dcd49c85b6c618dcf915d7aa0c9,c3cfdc648177fdbbbb35635a37472c53,curitiba,PR,80610,149.90,18.85,168.75,credit_card,1,1,"2018-08-21 19:03:00","2018-08-27 23:18:00",sports_leisure,1450,36,25,25
f94b0a3a81bf5b4de22a8c2a90df7263,96235f1032b3a83d13cd52f4cae7ef68,e988d62d7f4cc99ba5c365220d1c17b3,capanema,PR,85760,9c8d6227bbe62913ca96217005540fda,ff1e15b778c700abdd4d239b81ac466d,curitiba,PR,81260,59.90,14.72,74.62,credit_card,1,1,"2018-08-21 18:42:00","2018-08-27 16:21:00",sports_leisure,500,25,20,20
5f5c63397b4ecdb2e1bdb739b8b667c1,deebbba0098d787e7531e7b18760bfe8,c21046e84e00a13cf813c70ebf1acf25,ilhabela,SP,11630,3570caaeaa3f5a1ae76392bb2b4155f9,7008613ea464bad5cb9b83456e1e6a8f,canoinhas,SC,89460,78.00,26.85,104.85,boleto,1,1,"2018-08-21 16:08:00","2018-08-29 18:42:00",sports_leisure,1550,62,18,15
4d0f637afbd692c3e9fbffbc338de497,42c1788dfeabff14c5032eaa426b30c5,618114fa5e560b9573797987c2fdf820,"sao bernardo do campo",SP,9725,32c6fb2c7b8966ea413c684eb15186f5,d6ab728cf30867cf3f1a2e216ae2f9b7,"sao paulo",SP,3185,61.00,8.14,138.28,credit_card,1,1,"2018-08-21 15:43:00","2018-08-23 22:03:00",sports_leisure,400,30,16,16
4d0f637afbd692c3e9fbffbc338de497,42c1788dfeabff14c5032eaa426b30c5,618114fa5e560b9573797987c2fdf820,"sao bernardo do campo",SP,9725,9b4155ed13be02dc3f5c3646218d4f91,d6ab728cf30867cf3f1a2e216ae2f9b7,"sao paulo",SP,3185,61.00,8.14,138.28,credit_card,1,1,"2018-08-21 15:43:00","2018-08-23 22:03:00",sports_leisure,300,30,16,16
a7812cdb3ea9fe478b52292849c0c261,25c64139f2f78f45984425a76135b2e0,3e4e094846680d745e8769dcbe6732fa,"sao paulo",SP,2991,84fad62439091ff986a3885bfd6d299d,cb5ff1b9715e99589f3e0c7a6afab9e3,maringa,PR,87060,20.00,13.48,33.48,credit_card,1,1,"2018-08-21 15:22:00","2018-08-27 10:41:00",sports_leisure,150,19,7,16
1121eace8f44a76b9fea9b1d67d87aef,cb1464f824efabfa180464dce2bef689,91e2a2cab493008ec6525c5b50e085e8,"praia grande",SP,11700,47ef5dcb5b7bf6d8716ec362e1f6e22b,d566c37fa119d5e66c4e9052e83ee4ea,"sao paulo",SP,4131,387.90,13.74,401.64,credit_card,1,10,"2018-08-21 14:57:00","2018-08-24 20:56:00",sports_leisure,1100,20,10,20
2bf9fdd42a3609f2c440bec186b10ff7,f257e9cbaee084fabf915bb3eef2404c,3158fc4f60ca92412de397461b64cee3,sumare,SP,13175,35e5dc947c66435929389d8043b9a6ff,02f623a8eb246f3c5f7c2f96462654e6,botucatu,SP,18611,459.00,31.99,490.99,credit_card,1,10,"2018-08-21 14:30:00","2018-08-27 17:22:00",sports_leisure,8900,63,75,11
8bf5f7691f5059f401c9b3954acb39b8,94d721a32e13c4675216bc3b34f12272,ce791bbdfe75b4ac9f3f2b98153c7044,frutal,MG,38200,def19e614797eefc0a11face884c50ba,7299e27ed73d2ad986de7f7c77d919fa,araguari,MG,38440,179.99,19.99,199.98,credit_card,1,2,"2018-08-21 14:20:00","2018-08-30 21:39:00",sports_leisure,350,25,10,15
8c8bf66336e3c7cdc9f751fbfac37a85,408fed3f6d5c6f24084546a476221a6b,bf749c8955e01cdf2db8a16323554141,atibaia,SP,12948,1026a916e88dfbc27528445d448619b2,d13e50eaa47b4cbe9eb81465865d8cfc,"santo andre",SP,9210,109.90,9.52,119.42,credit_card,1,2,"2018-08-21 13:33:00","2018-08-29 20:28:00",sports_leisure,550,16,16,20
7e53dc06e288a32ea7adf566d1452bc8,5b4c2181dd880f50dd49e8bf14fdb26b,4ae2aa0d804b439786692a2599d1637e,"sao paulo",SP,5359,f9b0ee95ce8b1ef8b50eecc5e0fa4348,9b013e03b2ab786505a1d3b5c0756754,"vicente de carvalho",SP,11450,28.00,11.22,39.22,boleto,1,1,"2018-08-21 13:21:00","2018-08-23 21:48:00",sports_leisure,1250,23,23,23
a2ae845d7d4ef0baf31d017fe7979483,31304d07af393406ff55aa71d5be1014,d277262db2d93e68b42e9c1caf88e830,"taboao da serra",SP,6765,2b0c892ab2b8e600a0b186db31f5947d,e8dba4d70f7f2b20e775d09cae01142d,"santa barbara d oeste",SP,13456,86.99,18.38,105.37,credit_card,1,1,"2018-08-21 12:20:00","2018-08-24 19:36:00",sports_leisure,4325,40,25,33
